venue,venue_type,year,session,event_type,event_name,timestamp,subject,fps,s3_path
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_09_42_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_09_42,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_09_42_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_09_50_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_09_50,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_09_50_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_09_58_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_09_58,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_09_58_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_10_06_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_10_06,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_10_06_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_10_16_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_10_16,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_10_16_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_10_32_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_10_32,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_10_32_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_10_53_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_10_53,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_10_53_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_10_59_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_10_59,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_10_59_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_11_06_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_11_06,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_11_06_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_11_14_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_11_14,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_11_14_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_11_22_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_11_22,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_11_22_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_11_29_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_11_29,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_11_29_MiLB_Spring_Training_16_Dominic_Pitelli_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_12_48_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_12_48,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_12_48_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_12_55_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_12_55,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_12_55_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_13_03_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_13_03,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_13_03_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_13_12_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_13_12,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_13_12_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_13_20_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_13_20,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_13_20_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_13_29_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_13_29,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_13_29_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_14_03_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_14_03,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_14_03_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_14_10_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_14_10,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_14_10_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_14_22_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_14_22,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_14_22_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_14_32_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_14_32,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_14_32_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_14_41_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_14_41,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_14_41_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_14_51_MiLB_Spring_Training_4_Cam_Collier_home,2026_01_07_10_14_51,MiLB_Spring_Training_4_Cam_Collier_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_14_51_MiLB_Spring_Training_4_Cam_Collier_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_51_29_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_51_29,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_51_29_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_51_39_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_51_39,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_51_39_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_51_46_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_51_46,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_51_46_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_51_55_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_51_55,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_51_55_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_52_03_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_52_03,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_52_03_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_52_11_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_52_11,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_52_11_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_52_40_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_52_40,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_52_40_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_52_51_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_52_51,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_52_51_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_53_04_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_53_04,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_53_04_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_53_11_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_53_11,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_53_11_MiLB_Spring_Training_6_Kyle_Henley_home
