event_name,venue,venue_type,event_type,gpu_model,processing_time_sec,exit_code,c3d_valid,c3d_size_bytes,timestamp
2024_03_17_16_49_42_University_of_Arizona_11_Emilio_Corona_Home,PIT,mlb,Batting,RTX_4000_Ada,1578.4,0,true,1542656,2026-02-01 18:44:53
2024_03_17_17_11_41_Arizona_State_Sun_Devils_9_Kevin_Karstetter_Away,PIT,mlb,Batting,RTX_4000_Ada,508.1,0,true,1536512,2026-02-01 18:53:21
2024_03_17_18_06_19_University_of_Arizona_7_Richie_Morales_Home,PIT,mlb,Batting,RTX_4000_Ada,476.6,0,true,1485312,2026-02-01 19:01:18
2024_03_30_13_07_47_University_of_Arizona_38_Cam_Walty_Home,PIT,mlb,Pitching,RTX_4000_Ada,156.8,139,false,1536,2026-02-01 19:03:54
2024_03_30_13_18_04_University_of_Arizona_24_Mason_White_Home,PIT,mlb,Batting,RTX_4000_Ada,461.3,0,true,1284096,2026-02-01 19:11:36
2024_03_30_13_27_25_UCLA_Bruins_19_Landon_Stump_Away,PIT,mlb,Pitching,RTX_4000_Ada,138.5,139,true,980992,2026-02-01 19:13:54
2024_03_30_13_28_51_University_of_Arizona_18_Adonys_Guzman_Home,PIT,mlb,Batting,RTX_4000_Ada,484.1,0,true,1506816,2026-02-01 19:21:58
2024_03_30_15_50_18_University_of_Arizona_51_Trevor_Long_Home,PIT,mlb,Pitching,RTX_4000_Ada,155.7,139,true,1241600,2026-02-01 19:24:34
2024_03_30_15_55_08_UCLA_Bruins_24_Malakhi_Knight_Away,PIT,mlb,Batting,RTX_4000_Ada,503.8,0,true,1550336,2026-02-01 19:32:58
2024_03_30_16_31_32_UCLA_Bruins_50_Rashad_Ruff_Away,PIT,mlb,Pitching,RTX_4000_Ada,126.7,139,true,1922560,2026-02-01 19:35:05
2024_03_30_17_19_38_University_of_Arizona_2_Blake_McDonald_Home,PIT,mlb,Batting,RTX_4000_Ada,514.2,0,true,1398272,2026-02-01 19:43:39
2024_04_29_19_13_34_Oakland_Athletics_35_Joe_Boyle_Home,OAK,mlb,Pitching,RTX_4000_Ada,96.2,139,true,1047040,2026-02-01 19:45:15
2024_04_29_19_32_18_Oakland_Athletics_35_Joe_Boyle_Home,OAK,mlb,Pitching,RTX_4000_Ada,127.3,139,true,1013760,2026-02-01 19:47:22
2024_04_29_19_40_31_Oakland_Athletics_12_Max_Schuemann_Home,OAK,mlb,Batting,RTX_4000_Ada,430.5,0,true,785408,2026-02-01 19:54:33
2024_04_29_19_45_29_Pittsburgh_Pirates_14_Joey_Bart_Away,OAK,mlb,Batting,RTX_4000_Ada,388.1,0,true,889856,2026-02-01 20:01:01
2024_04_29_20_09_08_Pittsburgh_Pirates_59_Roansy_Contreras_Away,OAK,mlb,Pitching,RTX_4000_Ada,140.6,139,true,1411584,2026-02-01 20:03:22
2024_04_29_20_19_04_Oakland_Athletics_56_Dany_Jimenez_Home,OAK,mlb,Pitching,RTX_4000_Ada,132.6,139,true,1006592,2026-02-01 20:05:34
2024_04_29_20_26_42_Oakland_Athletics_1_Esteury_Ruiz_Home,OAK,mlb,Batting,RTX_4000_Ada,403.2,0,true,800768,2026-02-01 20:12:17
2024_04_29_20_54_48_Pittsburgh_Pirates_10_Bryan_Reynolds_Away,OAK,mlb,Batting,RTX_4000_Ada,346.9,0,true,700416,2026-02-01 20:18:04
2024_05_22_19_01_29_Colorado_Rockies_19_Charlie_Blackmon_Away,OAK,mlb,Batting,RTX_4000_Ada,582.3,0,true,579072,2026-02-01 20:27:47
2024_05_22_20_50_56_Oakland_Athletics_5_JD_Davis_Home,OAK,mlb,Batting,RTX_4000_Ada,420.1,0,true,889856,2026-02-01 20:34:47
2024_05_22_20_57_27_Colorado_Rockies_7_Brendan_Rodgers_Away,OAK,mlb,Batting,RTX_4000_Ada,884.9,0,true,2297856,2026-02-01 20:49:32
2025_01_30_16_16_14_Rice_Pitching_Lab_30_Jake_Mader-Cooper_Home,RUP,collegiate,Pitching,RTX_4000_Ada,65.1,139,true,2223104,2026-02-01 20:50:37
2025_01_30_16_16_30_Rice_Pitching_Lab_30_Jake_Mader-Cooper_Home,RUP,collegiate,Pitching,RTX_4000_Ada,42.0,139,true,1339392,2026-02-01 20:51:19
2025_02_21_20_04_33_Arkansas_Razorbacks_24_Charles_Davalan_Home,TEX,collegiate,Batting,RTX_4000_Ada,326.0,0,true,694272,2026-02-01 20:56:45
2025_02_21_20_37_32_Arkansas_Razorbacks_4_Justin_Thomas_Home,TEX,collegiate,Batting,RTX_4000_Ada,313.5,0,true,842240,2026-02-01 21:01:58
2025_02_21_21_20_15_Arkansas_Razorbacks_9_Wehiwa_Aloy_Home,TEX,collegiate,Batting,RTX_4000_Ada,355.4,0,true,848384,2026-02-01 21:07:54
2025_03_02_11_41_00_Ohio_State_Buckeyes_16_Mason_Eckelman_Home,TEX,collegiate,Batting,RTX_4000_Ada,314.3,0,true,988160,2026-02-01 21:13:08
2025_03_02_11_54_03_Oregon_State_Beavers_24_Ethan_Kleinschmit_Home,unknown,unknown,unknown,RTX_4000_Ada,53.1,139,true,949760,2026-02-01 21:14:01
2025_03_02_12_13_55_Oregon_State_Beavers_24_Ethan_Kleinschmit_Home,unknown,unknown,unknown,RTX_4000_Ada,68.1,139,true,1354752,2026-02-01 21:15:09
2025_03_02_12_14_33_Ohio_State_Buckeyes_11_Marc_Stephens_Home,TEX,collegiate,Batting,RTX_4000_Ada,307.8,0,true,982528,2026-02-01 21:20:17
2025_03_02_12_36_22_Ohio_State_Buckeyes_2_Trey_Lipsey_Home,TEX,collegiate,Batting,RTX_4000_Ada,293.6,0,true,694272,2026-02-01 21:25:10
2025_03_02_13_07_51_Ohio_State_Buckeyes_11_Marc_Stephens_Home,TEX,collegiate,Batting,RTX_4000_Ada,282.8,0,true,909312,2026-02-01 21:29:53
2025_03_02_13_50_03_Oregon_State_Beavers_50_Zach_Edwards_Home,unknown,unknown,unknown,RTX_4000_Ada,68.5,139,true,1047040,2026-02-01 21:31:02
2025_03_02_14_19_45_Ohio_State_Buckeyes_25_Luke_Carrell_Home,unknown,unknown,unknown,RTX_4000_Ada,60.3,139,true,1369088,2026-02-01 21:32:02
2025_03_26_16_54_20_Tampa_Bay_Rays_8_Brandon_Lowe_Home,TBR,mlb,Batting,RTX_4000_Ada,268.4,0,true,718336,2026-02-01 21:36:30
2025_03_26_17_13_57_Tampa_Bay_Rays_57_Drew_Rasmussen_Home,unknown,unknown,unknown,RTX_4000_Ada,97.9,139,true,2372608,2026-02-01 21:38:08
2025_03_26_17_21_11_Tampa_Bay_Rays_19_Danny_Jansen_Home,TBR,mlb,Batting,RTX_4000_Ada,275.7,0,true,921088,2026-02-01 21:42:44
2025_03_26_17_27_16_Tampa_Bay_Rays_2_Yandy_Diaz_Home,TBR,mlb,Batting,RTX_4000_Ada,254.8,0,true,905728,2026-02-01 21:46:59
2025_03_26_17_27_16_Tampa_Bay_Rays_39_Manuel_Rodriguez_Home,unknown,unknown,unknown,RTX_4000_Ada,65.7,139,true,1526272,2026-02-01 21:48:04
2025_03_26_17_39_08_Tampa_Bay_Rays_6_Taylor_Walls_Home,TBR,mlb,Batting,RTX_4000_Ada,288.2,0,true,854016,2026-02-01 21:52:53
2025_03_26_17_50_51_Tampa_Bay_Rays_11_Shane_Baz_Home,unknown,unknown,unknown,RTX_4000_Ada,78.3,139,true,1074688,2026-02-01 21:54:11
2025_03_26_18_06_27_Tampa_Bay_Rays_11_Shane_Baz_Home,unknown,unknown,unknown,RTX_4000_Ada,89.3,139,true,1204736,2026-02-01 21:55:40
2025_04_02_13_11_07_Texas_Rangers_20_Ezequiel_Duran_ALT2,CIN,mlb,Batting,RTX_4000_Ada,378.8,0,true,1019904,2026-02-01 22:01:59
2025_04_02_13_43_30_Texas_Rangers_20_Ezequiel_Duran_ALT2,CIN,mlb,Batting,RTX_4000_Ada,351.9,0,true,891904,2026-02-01 22:07:51
2025_04_02_13_56_10_Texas_Rangers_53_Adolis_Garcia_ALT2,CIN,mlb,Batting,RTX_4000_Ada,395.2,0,true,1089024,2026-02-01 22:14:26
2025_04_05_16_21_18_Philadelphia_Phillies_17_Max_Kepler_ALT1,PHI,mlb,Batting,RTX_4000_Ada,1251.3,0,true,891904,2026-02-01 22:35:18
2025_04_05_16_25_17_Los_Angeles_Dodgers_13_Max_Muncy_ALT,PHI,mlb,Batting,RTX_4000_Ada,1300.3,0,true,891904,2026-02-01 22:56:58
2025_04_05_17_11_25_Philadelphia_Phillies_8_Nick_Castellanos_ALT1,PHI,mlb,Batting,RTX_4000_Ada,1295.0,0,true,891904,2026-02-01 23:18:33
2025_04_06_13_58_25_Toronto_Blue_Jays_22_Ernie_Clement_Home,NYM,mlb,Batting,RTX_4000_Ada,315.2,0,true,848384,2026-02-01 23:23:48
2025_04_06_14_02_33_Toronto_Blue_Jays_55_Tyler_Heineman_Home,NYM,mlb,Batting,RTX_4000_Ada,348.0,0,true,834560,2026-02-01 23:29:36
2025_04_06_14_41_13_New_York_Mets_27_Mark_Vientos_Home,NYM,mlb,Batting,RTX_4000_Ada,276.8,0,true,578048,2026-02-01 23:34:13
2025_04_06_14_52_25_New_York_Mets_23_David_Peterson_Home,unknown,unknown,unknown,RTX_4000_Ada,109.6,139,true,3494400,2026-02-01 23:36:02
2025_04_06_14_56_57_Toronto_Blue_Jays_25_Anthony_Santander_Home,NYM,mlb,Batting,RTX_4000_Ada,313.1,0,true,767488,2026-02-01 23:41:15
2025_04_06_15_23_06_Toronto_Blue_Jays_44_Bowden_Francis_Home,unknown,unknown,unknown,RTX_4000_Ada,131.0,139,true,4384768,2026-02-01 23:43:26
2025_04_06_15_29_11_Toronto_Blue_Jays_57_Chad_Green_Home,unknown,unknown,unknown,RTX_4000_Ada,92.5,139,true,2675712,2026-02-01 23:44:59
2025_04_06_15_51_17_New_York_Mets_33_AJ_Minter_Home,unknown,unknown,unknown,RTX_4000_Ada,123.2,139,true,4423168,2026-02-01 23:47:02
2025_04_08_12_45_06_Appalachian_State_Baseball_37_Caleb_Cross_Home,APP,collegiate,Pitching,RTX_4000_Ada,80.6,139,false,0,2026-02-01 23:48:23
2025_04_08_12_45_42_Appalachian_State_Baseball_37_Caleb_Cross_Home,APP,collegiate,Pitching,RTX_4000_Ada,67.9,139,false,0,2026-02-01 23:49:31
2025_04_08_12_49_00_Appalachian_State_Baseball_37_Caleb_Cross_Home,APP,collegiate,Pitching,RTX_4000_Ada,75.3,139,true,2383872,2026-02-01 23:50:46
2025_04_08_12_50_12_Appalachian_State_Baseball_37_Caleb_Cross_Home,APP,collegiate,Pitching,RTX_4000_Ada,81.0,139,false,1536,2026-02-01 23:52:07
2025_04_11_18_58_46_Seattle_Mariners_29_Cal_Raleigh_Home,SEA,mlb,Batting,RTX_4000_Ada,617.3,0,true,1256448,2026-02-02 00:02:24
2025_04_11_19_12_21_Seattle_Mariners_20_Luke_Raley_Home,SEA,mlb,Batting,RTX_4000_Ada,743.2,0,true,1512960,2026-02-02 00:14:48
2025_04_11_21_09_01_Texas_Rangers_28_Jonah_Heim_Home,SEA,mlb,Batting,RTX_4000_Ada,473.9,0,true,1504768,2026-02-02 00:22:41
2025_04_22_15_34_22_Boston_Red_Sox_50_Kutter_Crawford_Home,unknown,unknown,unknown,RTX_4000_Ada,65.0,139,true,1101824,2026-02-02 00:23:47
2025_04_22_15_40_47_Boston_Red_Sox_50_Kutter_Crawford_Home,unknown,unknown,unknown,RTX_4000_Ada,154.7,139,true,1100288,2026-02-02 00:26:21
2025_04_22_15_41_13_Boston_Red_Sox_50_Kutter_Crawford_Home,unknown,unknown,unknown,RTX_4000_Ada,125.4,139,true,1061888,2026-02-02 00:28:27
2025_04_22_15_43_06_Boston_Red_Sox_50_Kutter_Crawford_Home,unknown,unknown,unknown,RTX_4000_Ada,78.6,139,true,1610752,2026-02-02 00:29:45
2025_04_30_20_17_04_Kansas_City_Royals_8_Drew_Waters_Away,TBR,mlb,Batting,RTX_4000_Ada,344.9,0,true,883712,2026-02-02 00:35:30
2025_04_30_21_27_21_Tampa_Bay_Rays_14_Chandler_Simpson_Home,TBR,mlb,Batting,RTX_4000_Ada,315.6,0,true,694272,2026-02-02 00:40:46
2025_05_04_15_21_23_Rocket_City_Trash_Pandas__24_Cole_Fontenelle_Away,TEN,collegiate,Batting,RTX_4000_Ada,612.6,0,true,645120,2026-02-02 00:50:58
2025_05_04_15_35_32_Rocket_City_Trash_Pandas__17_Joel_Hurtado_Away,unknown,unknown,unknown,RTX_4000_Ada,155.8,139,true,1138688,2026-02-02 00:53:34
2025_05_04_16_17_20_Rocket_City_Trash_Pandas__17_Joel_Hurtado_Away,unknown,unknown,unknown,RTX_4000_Ada,170.4,139,true,1129472,2026-02-02 00:56:24
2025_05_04_16_56_46_Knoxville_Smokies_9_Ethan_Hearn_Home,TEN,collegiate,Batting,RTX_4000_Ada,696.1,0,true,860160,2026-02-02 01:08:01
2025_05_04_16_57_46_Knoxville_Smokies_6_Jaylen_Palmer_Home,TEN,collegiate,Batting,RTX_4000_Ada,662.7,0,true,645120,2026-02-02 01:19:03
2025_05_04_17_09_03_Rocket_City_Trash_Pandas__11_Denzer_Guzman_Away,TEN,collegiate,Batting,RTX_4000_Ada,693.4,0,true,682496,2026-02-02 01:30:37
2025_05_04_17_25_13_Rocket_City_Trash_Pandas__21_Camden_Minacci_Away,unknown,unknown,unknown,RTX_4000_Ada,184.7,139,true,1063424,2026-02-02 01:33:41
2025_05_12_11_42_57_Boston_Red_Sox_80_Richard_Fitts_Home,unknown,unknown,unknown,RTX_4000_Ada,87.9,139,true,1232384,2026-02-02 01:35:09
2025_05_12_11_57_10_Boston_Red_Sox_80_Richard_Fitts_Home,unknown,unknown,unknown,RTX_4000_Ada,64.6,139,true,1272832,2026-02-02 01:36:14
2025_05_12_11_57_29_Boston_Red_Sox_80_Richard_Fitts_Home,unknown,unknown,unknown,RTX_4000_Ada,52.3,139,true,999424,2026-02-02 01:37:06
2025_05_16_20_34_05_Philadelphia_Phillies_55_Ranger_Suarez_ALT3,unknown,unknown,unknown,RTX_4000_Ada,158.7,139,true,1533440,2026-02-02 01:39:45
2025_05_16_20_38_43_Philadelphia_Phillies_7_Trea_Turner_ALT3,PHI,mlb,Batting,RTX_4000_Ada,1428.2,0,true,1177600,2026-02-02 02:03:33
2025_05_16_20_50_26_Philadelphia_Phillies_55_Ranger_Suarez_ALT3,unknown,unknown,unknown,RTX_4000_Ada,218.5,139,true,1303552,2026-02-02 02:07:11
2025_05_16_21_30_42_Pittsburgh_Pirates_45_Andrew_Heaney_Away,unknown,unknown,unknown,RTX_4000_Ada,292.8,139,true,1511936,2026-02-02 02:12:04
2025_05_16_21_32_36_Philadelphia_Phillies_10_JT_Realmuto_ALT3,PHI,mlb,Batting,RTX_4000_Ada,1471.3,0,true,1179648,2026-02-02 02:36:35
2025_05_16_23_09_35_Pittsburgh_Pirates_29_Alexander_Canario_Away,PHI,mlb,Batting,RTX_4000_Ada,1413.7,0,true,1167872,2026-02-02 03:00:09
2025_05_16_23_16_39_Philadelphia_Phillies_48_Daniel_Robert_ALT3,unknown,unknown,unknown,RTX_4000_Ada,200.5,139,true,1328128,2026-02-02 03:03:30
2025_05_16_23_16_39_Pittsburgh_Pirates_62_Matt_Gorski_Away,PHI,mlb,Batting,RTX_4000_Ada,1451.5,0,true,1169920,2026-02-02 03:27:41
2025_05_17_20_11_50_Columbus_Clingstones_9_Kevin_Kilpatrick_Jr_Road,TEN,collegiate,Batting,RTX_4000_Ada,742.6,0,true,710144,2026-02-02 03:40:04
2025_05_17_20_31_58_Columbus_Clingstones_7_Ethan_Workinger_Road,TEN,collegiate,Batting,RTX_4000_Ada,865.3,0,true,826368,2026-02-02 03:54:29
2025_05_17_21_28_35_Columbus_Clingstones_34_Adam_Zebrowski_Road,TEN,collegiate,Batting,RTX_4000_Ada,852.0,0,true,899584,2026-02-02 04:08:41
2025_06_19_13_15_22_Minnesota_Twins_20_Chris_Paddack_Home,unknown,unknown,unknown,RTX_4000_Ada,98.0,139,true,1406976,2026-02-02 04:10:19
2025_06_19_13_38_24_Minnesota_Twins_20_Chris_Paddack_Home,unknown,unknown,unknown,RTX_4000_Ada,114.6,139,true,1129472,2026-02-02 04:12:14
2025_06_19_13_44_59_Minnesota_Twins_50_Willi_Castro_Home,CIN,mlb,Batting,RTX_4000_Ada,391.4,0,true,891904,2026-02-02 04:18:45
2025_06_19_13_57_17_Minnesota_Twins_2_Brooks_Lee_Home,CIN,mlb,Batting,RTX_4000_Ada,369.9,0,true,1181696,2026-02-02 04:24:55
2025_06_19_14_49_40_Minnesota_Twins_9_Trevor_Larnach_Home,CIN,mlb,Batting,RTX_4000_Ada,374.2,0,true,1027584,2026-02-02 04:31:09
2025_06_19_15_06_11_Minnesota_Twins_54_Danny_Coulombe_Home,unknown,unknown,unknown,RTX_4000_Ada,84.1,139,true,1052672,2026-02-02 04:32:33
2025_06_19_15_16_24_Cincinnati_Reds_62_Luis_Mey_Home,unknown,unknown,unknown,RTX_4000_Ada,100.3,139,true,914944,2026-02-02 04:34:14
2025_06_19_15_42_12_Cincinnati_Reds_9_Matt_McLain_Home,CIN,mlb,Batting,RTX_4000_Ada,365.9,0,true,999936,2026-02-02 04:40:19
2025_08_30_12_19_11_Appalachian_State_Baseball_0_Tellis_Bumgarner_Home,unknown,unknown,unknown,RTX_4000_Ada,47.2,139,true,1379328,2026-02-02 04:41:07
2025_08_30_12_20_12_Appalachian_State_Baseball_0_Tellis_Bumgarner_Home,unknown,unknown,unknown,RTX_4000_Ada,46.6,139,true,1388544,2026-02-02 04:41:53
2025_08_30_12_21_02_Appalachian_State_Baseball_0_Tellis_Bumgarner_Home,unknown,unknown,unknown,RTX_4000_Ada,48.1,139,true,1464320,2026-02-02 04:42:41
2025_08_31_14_28_03_New_York_Mets_28_Cedric_Mullins_Home,NYM,mlb,Batting,RTX_4000_Ada,309.5,0,true,891904,2026-02-02 04:47:51
2025_08_31_15_24_31_New_York_Mets_9_Brandon_Nimmo_Home,NYM,mlb,Batting,RTX_4000_Ada,307.6,0,true,891904,2026-02-02 04:52:58
2025_08_31_15_29_00_New_York_Mets_20_Pete_Alonso_Home,NYM,mlb,Batting,RTX_4000_Ada,316.5,0,true,1132032,2026-02-02 04:58:15
2025_09_12_10_07_15_Cincinnati_Reds_17_Alexander_Vargas_Home,CGL,collegiate,Batting,RTX_4000_Ada,485.0,0,true,2072576,2026-02-02 05:06:20
2025_09_12_10_15_44_Cincinnati_Reds_17_Alexander_Vargas_Home,CGL,collegiate,Batting,RTX_4000_Ada,518.0,0,true,2644992,2026-02-02 05:14:58
2025_09_12_10_18_53_Cincinnati_Reds_17_Alexander_Vargas_Home,CGL,collegiate,Batting,RTX_4000_Ada,382.6,0,true,1839616,2026-02-02 05:21:21
2025_09_23_19_23_24_Detroit_Tigers_30_Kerry_Carpenter_Away,CLE,mlb,Batting,RTX_4000_Ada,743.9,0,true,826368,2026-02-02 05:33:45
2025_09_23_20_14_45_Cleveland_Guardians_35_George_Valera_Away,CLE,mlb,Batting,RTX_4000_Ada,738.8,0,true,869888,2026-02-02 05:46:03
2025_09_23_20_48_51_Detroit_Tigers_25_Gleyber_Torres_Away,CLE,mlb,Batting,RTX_4000_Ada,670.7,0,true,645120,2026-02-02 05:57:14
2025_09_26_19_57_05_Texas_Rangers_6_Josh_Jung_Away,CLE,mlb,Batting,RTX_4000_Ada,705.3,0,true,936960,2026-02-02 06:08:59
2025_09_26_20_13_21_Cleveland_Guardians_44_Slade_Cecconi_Away,unknown,unknown,unknown,RTX_4000_Ada,257.4,139,true,1144320,2026-02-02 06:13:17
2025_09_26_20_18_49_Texas_Rangers_24_Michael_Helman_Away,CLE,mlb,Batting,RTX_4000_Ada,736.7,0,true,869888,2026-02-02 06:25:33
2025_09_26_20_26_25_Texas_Rangers_35_Jack_Leiter_Away,unknown,unknown,unknown,RTX_4000_Ada,205.3,139,true,1140736,2026-02-02 06:28:59
2025_09_26_20_59_36_Cleveland_Guardians_52_Matt_Festa_Away,unknown,unknown,unknown,RTX_4000_Ada,196.0,139,true,1318912,2026-02-02 06:32:15
2025_09_26_21_24_54_Texas_Rangers_33_Billy_McKinney_Away,CLE,mlb,Batting,RTX_4000_Ada,700.4,0,true,645120,2026-02-02 06:43:55
2025_09_26_21_47_41_Cleveland_Guardians_9_Kyle_Manzardo_Away,CLE,mlb,Batting,RTX_4000_Ada,774.1,0,true,876032,2026-02-02 06:56:49
2025_09_26_21_52_38_Texas_Rangers_88_Phil_Maton_Away,unknown,unknown,unknown,RTX_4000_Ada,215.9,139,true,1197568,2026-02-02 07:00:25
2025_10_15_08_42_50_AZ_Performance_Center_0_Brandon_Enders_Home,RAL,mlb,Pitching,RTX_4000_Ada,57.1,139,false,0,2026-02-02 07:01:22
2025_10_15_08_55_32_AZ_Performance_Center_0_Tyler_Johnson_Home,RAL,mlb,Pitching,RTX_4000_Ada,67.3,139,true,2333184,2026-02-02 07:02:30
2025_10_15_08_56_56_AZ_Performance_Center_0_Tyler_Johnson_Home,RAL,mlb,Pitching,RTX_4000_Ada,67.0,139,true,2378240,2026-02-02 07:03:37
2025_10_20_15_32_57_Appalachian_State_Baseball_36_Logan_Tibbett_Home,unknown,unknown,unknown,RTX_4000_Ada,66.2,139,true,1837568,2026-02-02 07:04:43
2025_10_20_15_43_22_Appalachian_State_Baseball_38_Grant_Gardner_Home,unknown,unknown,unknown,RTX_4000_Ada,116.5,139,true,3808768,2026-02-02 07:06:39
2025_10_20_16_04_24_Appalachian_State_Baseball_18_Max_Tramontana_Home,unknown,unknown,unknown,RTX_4000_Ada,106.2,139,true,3428864,2026-02-02 07:08:25
2025_10_20_16_17_00_Appalachian_State_Baseball_31_Tate_Jensen_Home,unknown,unknown,unknown,RTX_4000_Ada,157.9,139,true,5240832,2026-02-02 07:11:03
2026_01_07_10_06_31_Chicago_Cubs_4_Pete_Crow-Armstrong_Home,ARZ,mlb,Batting,RTX_4000_Ada,849.9,0,true,901632,2026-02-02 07:25:13
2026_01_07_10_10_25_MiLB_Spring_Training_16_Dominic_Pitelli_home,CGL,collegiate,Batting,RTX_4000_Ada,352.6,0,true,1236992,2026-02-02 07:31:06
2026_01_07_10_10_41_Chicago_Cubs_4_Pete_Crow-Armstrong_Home,ARZ,mlb,Batting,RTX_4000_Ada,906.1,0,true,936960,2026-02-02 07:46:12
2026_01_07_10_20_14_AZ_Performance_Center_0_Casey_Cook_Home,RAL,mlb,Batting,RTX_4000_Ada,682.2,0,true,3047936,2026-02-02 07:57:34
2026_01_07_10_20_55_AZ_Performance_Center_0_Dylan_Dreiling_Home,RAL,mlb,Batting,RTX_4000_Ada,502.7,0,true,2470912,2026-02-02 08:05:57
2026_01_07_10_21_52_AZ_Performance_Center_0_Dylan_Dreiling_Home,RAL,mlb,Batting,RTX_4000_Ada,562.6,0,true,40338432,2026-02-02 08:15:19
2026_01_07_10_23_20_AZ_Performance_Center_0_Dylan_Dreiling_Home,RAL,mlb,Batting,RTX_4000_Ada,635.9,0,true,2812416,2026-02-02 08:25:55
2026_01_07_10_36_15_Chicago_Cubs_2_Nico_Hoerner_Home,ARZ,mlb,Batting,RTX_4000_Ada,800.5,0,true,878080,2026-02-02 08:39:16
2026_01_07_11_52_58_MiLB_Spring_Training_6_Kyle_Henley_home,CGL,collegiate,Batting,RTX_4000_Ada,288.1,0,true,1008128,2026-02-02 08:44:04
2026_01_07_11_55_32_MiLB_Spring_Training_15_Carlos_Sanchez_home,CGL,collegiate,Batting,RTX_4000_Ada,401.4,0,true,1550336,2026-02-02 08:50:45
2026_01_07_12_03_14_MiLB_Spring_Training_6_Alfredo_Duno_home,CGL,collegiate,Batting,RTX_4000_Ada,459.4,0,true,1485312,2026-02-02 08:58:25
2026_01_08_10_30_41_AZ_Performance_Center_0_Paulino_Santana_Home,RAL,mlb,Batting,RTX_4000_Ada,419.3,0,true,1980928,2026-02-02 09:05:24
2026_01_08_11_25_20_AZ_Performance_Center_0_Noah_Franklin_Home,RAL,mlb,Batting,RTX_4000_Ada,508.6,0,true,1997312,2026-02-02 09:13:53
2026_01_08_11_30_29_AZ_Performance_Center_0_Yeremi_Cabrera_Home,RAL,mlb,Batting,RTX_4000_Ada,427.9,0,true,1952768,2026-02-02 09:21:00
2026_01_08_11_34_02_AZ_Performance_Center_0_Jack_Wheeler_Home,RAL,mlb,Batting,RTX_4000_Ada,413.7,0,true,1928704,2026-02-02 09:27:54
2026_01_11_17_05_52_WFU_KinaTrax_Combine_2026_34_Jimmy_Keenan_Home,unknown,unknown,unknown,RTX_4000_Ada,424.5,139,true,1256448,2026-02-02 09:34:59
2026_01_11_17_12_50_WFU_KinaTrax_Combine_2026_7_Blake_Schaaf_Home,unknown,unknown,unknown,RTX_4000_Ada,398.3,139,true,1382912,2026-02-02 09:41:37
2026_01_11_18_26_43_WFU_KinaTrax_Combine_2026_12_Tyler_Figueroa_Home,unknown,unknown,unknown,RTX_4000_Ada,414.3,139,true,1256448,2026-02-02 09:48:31
2026_01_12_13_11_26_Auburn_Tigers_Fall_2025_21_Andreas_Alvarez_Home,unknown,unknown,unknown,RTX_4000_Ada,45.2,139,true,1111040,2026-02-02 09:49:17
2026_01_12_13_11_55_Auburn_Tigers_Fall_2025_21_Andreas_Alvarez_Home,unknown,unknown,unknown,RTX_4000_Ada,57.8,139,true,1056256,2026-02-02 09:50:14
2026_01_12_13_12_30_Auburn_Tigers_Fall_2025_21_Andreas_Alvarez_Home,unknown,unknown,unknown,RTX_4000_Ada,57.4,139,true,990720,2026-02-02 09:51:12
2026_01_13_12_53_36_Razorback_PDC_11_Luke_Cornelison_Home,unknown,unknown,unknown,RTX_4000_Ada,145.5,139,true,1208320,2026-02-02 09:53:37
2026_01_13_13_31_56_Razorback_PDC_0_Jackson_Kircher_Home,unknown,unknown,unknown,RTX_4000_Ada,157.7,139,true,2636800,2026-02-02 09:56:15
2026_01_13_13_40_06_Razorback_PDC_0_Mark_Brissey_Home,unknown,unknown,unknown,RTX_4000_Ada,125.1,139,true,3801088,2026-02-02 09:58:20
2026_01_14_12_53_29_Razorback_PDC_0_Peyton_Lee_Home,unknown,unknown,unknown,RTX_4000_Ada,126.3,139,true,2604032,2026-02-02 10:00:26
2026_01_14_13_01_34_Razorback_PDC_0_Jordan_Martin_Home,unknown,unknown,unknown,RTX_4000_Ada,125.7,139,true,1206784,2026-02-02 10:02:32
2026_01_14_13_01_50_Razorback_PDC_0_Jordan_Martin_Home,unknown,unknown,unknown,RTX_4000_Ada,126.3,139,true,3118080,2026-02-02 10:04:38
2026_01_14_13_08_56_Razorback_PDC_39_Jacob_Imoto_Home,unknown,unknown,unknown,RTX_4000_Ada,92.3,139,true,2983936,2026-02-02 10:06:11
2026_01_16_15_28_10_ACL_Cubs_0_Kahaku_Harrison_Cubs,unknown,unknown,unknown,RTX_4000_Ada,583.7,139,true,800768,2026-02-02 10:15:54
